,article_url,author,author_url,category,count,date_time,date_time_all,domain,entity,excerpt,image_url,source_id,text,title
38,https://cryptonews.com/news/binance-stays-quiet-after-fisco-accuses-it-of-facilitating-b-7725.htm,,,,1.0,2020-09-16 14:51:55.000000,[Timestamp('2020-09-16 14:51:55')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,"Binance Stays Quiet after Fisco Accuses it of Facilitating BTC 1,450 Laundry ","Binance Stays Quiet after Fisco Accuses it of Facilitating BTC 1,450 Laundry"
39,https://cryptonews.com/news/binance-takes-the-largest-piece-of-crypto-activity-pie-in-af-7666.htm,,,,1.0,2020-09-09 23:00:00.000000,[Timestamp('2020-09-09 23:00:00')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,Binance Takes The Largest Piece of Crypto Activity Pie in Africa ,Binance Takes The Largest Piece of Crypto Activity Pie in Africa
40,https://cryptonews.com/news/chainlink-binance-coin-weekend-rally-stalls-on-monday-7642.htm,,,,1.0,2020-09-07 14:44:02.000000,[Timestamp('2020-09-07 14:44:02')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,"Chainlink, Binance Coin Weekend Rally Stalls On Monday ","Chainlink, Binance Coin Weekend Rally Stalls On Monday"
41,https://cryptonews.com/news/binance-coin-is-undervalued-kucoin-shares-overvalued-tokenin-7626.htm,,,,1.0,2020-09-04 21:38:12.000000,[Timestamp('2020-09-04 21:38:12')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,"Binance Coin is Undervalued, KuCoin Shares Overvalued - TokenInsight ","Binance Coin is Undervalued, KuCoin Shares Overvalued - TokenInsight"
42,https://cryptonews.com/news/binance-prepares-for-the-next-wave-with-largest-upgrade-6963.htm,,,,1.0,2020-06-29 10:51:18.000000,[Timestamp('2020-06-29 10:51:18')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,Binance Prepares ‘For the Next Wave’ With ‘Largest Upgrade’ ,Binance Prepares ‘For the Next Wave’ With ‘Largest Upgrade’
43,https://cryptonews.com/news/binance-teams-up-with-payments-firm-to-allow-low-fee-crypto-6935.htm,,,,1.0,2020-06-25 16:10:00.000000,[Timestamp('2020-06-25 16:10:00')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,Binance Teams up with Payments Firm to Allow ‘Low-fee’ Crypto Buying ,Binance Teams up with Payments Firm to Allow ‘Low-fee’ Crypto Buying
44,https://cryptonews.com/news/binance-re-entering-china-via-blockchain-not-crypto-road-6581.htm,,,,1.0,2020-05-19 13:20:22.000000,[Timestamp('2020-05-19 13:20:22')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,Binance Re-entering China via 'Blockchain not Crypto' Road ,Binance Re-entering China via 'Blockchain not Crypto' Road
45,https://cryptonews.com/news/new-libra-might-help-crypto-adoption-binance-research-6374.htm,,,,1.0,2020-04-23 14:30:30.000000,[Timestamp('2020-04-23 14:30:30')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,New Libra Might Help Crypto Adoption - Binance Research ,New Libra Might Help Crypto Adoption - Binance Research
46,https://cryptonews.com/news/blockchain-com-s-best-quarter-parallel-binance-chain-more-ne-6325.htm,,,,1.0,2020-04-17 17:59:02.000000,[Timestamp('2020-04-17 17:59:02')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,"Blockchain.com's 'Best Quarter', Parallel Binance Chain + More News ","Blockchain.com's 'Best Quarter', Parallel Binance Chain + More News"
47,https://cryptonews.com/news/there-s-still-money-for-ieos-blockchain-fundraising-will-gro-6314.htm,,,,1.0,2020-04-16 18:50:50.000000,[Timestamp('2020-04-16 18:50:50')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,There's Still Money for IEOs; Blockchain Fundraising Will Grow - Binance CEO ,There's Still Money for IEOs; Blockchain Fundraising Will Grow - Binance CEO
48,https://cryptonews.com/news/binance-announces-binance-card-how-does-it-compare-to-coinba-6142.htm,,,,1.0,2020-03-27 13:44:58.000000,[Timestamp('2020-03-27 13:44:58')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,Binance Announces Binance Card; How Does it Compare to Coinbase Card? ,Binance Announces Binance Card; How Does it Compare to Coinbase Card?
49,https://cryptonews.com/news/binance-ceo-urges-unfairly-affected-users-to-contact-the-exc-5822.htm,,,,1.0,2020-02-19 13:04:00.000000,[Timestamp('2020-02-19 13:04:00')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,Binance CEO Urges 'Unfairly Affected' Users to Contact the Exchange (UPDATED) ,Binance CEO Urges 'Unfairly Affected' Users to Contact the Exchange (UPDATED)
50,https://cryptonews.com/news/ledger-binance-fell-victims-of-bull-run-5803.htm,,,,1.0,2020-02-17 17:13:05.000000,[Timestamp('2020-02-17 17:13:05')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,"Ledger, Binance fell ""Victims"" of Bull Run ","Ledger, Binance fell ""Victims"" of Bull Run"
51,https://cryptonews.com/news/resurfaced-binance-whitepaper-change-prompts-transparency-qu-5587.htm,,,,1.0,2020-01-22 14:25:00.000000,[Timestamp('2020-01-22 14:25:00')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,Resurfaced Binance Whitepaper Change Prompts Transparency Questions ,Resurfaced Binance Whitepaper Change Prompts Transparency Questions
52,https://cryptonews.com/news/binance-to-fuel-competition-in-p2p-crypto-trading-market-5585.htm,,,,1.0,2020-01-22 11:53:26.000000,[Timestamp('2020-01-22 11:53:26')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,Binance to Fuel Competition in P2P Crypto Trading Market ,Binance to Fuel Competition in P2P Crypto Trading Market
53,https://cryptonews.com/news/binance-eyes-japanese-market-with-yahoo-japan-taotao-partner-5550.htm,,,,1.0,2020-01-17 11:57:01.000000,[Timestamp('2020-01-17 11:57:01')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,"Binance Eyes Japanese Market with Yahoo Japan, TaoTao Partnership ","Binance Eyes Japanese Market with Yahoo Japan, TaoTao Partnership"
54,https://cryptonews.com/news/corrupt-otc-brokers-sent-dirty-usd-1-5bn-in-bitcoin-to-binan-5539.htm,,,,1.0,2020-01-16 12:45:42.000000,[Timestamp('2020-01-16 12:45:42')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,Corrupt OTC Brokers Sent Dirty USD 1.5bn in Bitcoin to Binance and Huobi - Report ,Corrupt OTC Brokers Sent Dirty USD 1.5bn in Bitcoin to Binance and Huobi - Report
55,https://cryptonews.com/news/litecoin-rallies-binance-announces-ltc-usdt-perpetual-contra-5474.htm,,,,1.0,2020-01-08 15:20:08.000000,[Timestamp('2020-01-08 15:20:08')],cryptonews,binance,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,"Litecoin Rallies, Binance Announces LTC/USDT Perpetual Contract ","Litecoin Rallies, Binance Announces LTC/USDT Perpetual Contract"
